,position,country,name,club,boots,age,height,ACL
337,Goalkeeper,France,Ahmadou Dia,Thonon Évian Grand Genèv,adidas Nemeziz+,24,185,0
338,Midfielder,Tunisia,Ahmed Akaichi,,,30,179,0
339,Midfielder,Saudi Arabia,Ahmed Al-Ghamdi,,,22,173,0
340,Forward,Qatar,Ahmed Alaaeldin,,Nike Phantom GT2 Elite,31,177,0
341,Forward,Egypt,Ahmed Ali,,,38,176,0
342,Midfielder,Saudi Arabia,Ahmed Ashraf,,,30,176,0
343,Defender,Saudi Arabia,Ahmed Bamsaud,,,28,169,0
344,Goalkeeper,Egypt,Ahmed El Shenawy,,,33,188,0
345,Defender,Egypt,Ahmed Elmohamady,,Puma Ultra Ultimate,36,182,0
346,Defender,Egypt,Ahmed Fathi,,adidas X Crazyfast Elite LL,39,175,0
347,Forward,Egypt,Ahmed Gomaa,,,36,180,0
348,Midfielder,Egypt,Ahmed Hamoudi,,,34,173,0
349,Forward,Egypt,Ahmed Hassan,,Nike Mercurial Vapor 15 Elite,31,191,0
350,Defender,Egypt,Ahmed Hegazy,,Nike Tiempo Legend 10 Elite,33,193,0
351,Defender,Morocco,Ahmed Kantari,,Nike Magista Opus II Elite,39,185,0
352,Midfielder,France,Ahmed Kashi,,adidas Predator Elite,35,178,0
353,Midfielder,Tunisia,Ahmed Khalil,,Nike Mercurial Vapor 15 Elite,29,187,0
354,Forward,Turkey,Ahmed Kutucu,,adidas Nemeziz.1,24,181,0
355,Forward,Egypt,Ahmed Mostafa,,,26,173,0
356,Forward,Nigeria,Ahmed Musa,,Nike Mercurial Superfly 9 Elite,31,170,0
357,Goalkeeper,Morocco,Ahmed Reda Tagnaouti,,Nike Tiempo Legend 9 Elite,28,192,0
358,Midfielder,Tunisia,Ahmed Sassi,,Nike Magista Opus II Elite,30,178,0
359,Midfielder,France,Ahmed Sidibé,,,22,185,0
360,Defender,Algeria,Ahmed Touba,,adidas X Crazyfast Elite LL,26,190,0
361,Defender,Turkey,Ahmet Calik,,Nike Magista Opus II Elite,30,184,0
362,Defender,Germany,Ahmet Gürleyen,,adidas X Crazyfast Elite,25,193,0
363,Goalkeeper,Turkey,Ahmet Kivanc,,adidas Nemeziz.1,26,189,0
364,Defender,Turkey,Ahmetcan Kaplan,Ajax Amsterdam,Nike Mercurial Vapor 15 Elite,21,189,0
365,Forward,Turkey,Ahmethan Köse,,,27,182,0
366,Midfielder,United States,Aidan Morris,Middlesbrough FC,,22,175,0
367,Midfielder,Scotland,Aidan Nesbitt,,,27,178,0
368,Forward,Ireland,Aiden McGeady,,adidas X 99.1,38,180,0
369,Midfielder,Australia,Aiden O'Neill,,adidas ACE 17.1 Leather,26,178,0
370,Defender,Syria,Aiham Ousou,,adidas X Crazyfast Elite,24,186,0
371,Defender,Spain,Aihen Muñoz,Real Sociedad,Puma Future 7 Ultimate,27,175,0
372,Defender,Brazil,Aílton,,Nike Phantom GT Elite,29,181,0
373,Midfielder,Morocco,Aïman Maurer,Clermont Foot 63,adidas X Crazyfast+,19,173,0
374,Midfielder,Spain,Aimar Oroz,CA Osasuna,Nike Mercurial Vapor 15 Elite,22,177,0
375,Midfielder,Sweden,Aimar Sher,,,21,175,0
376,Midfielder,Morocco,Aimen Moueffek,AS Saint-Etienne,adidas X Crazyfast Elite,23,179,0
377,Defender,England,Ainsley Maitland-Niles,Olympique Lyonnais,Nike Tiempo Legend 10 Elite,27,180,0
378,Midfielder,Tunisia,Aïssa Laïdouni,,adidas X Crazyfast+,27,184,0
379,Defender,Algeria,Aïssa Mandi,LOSC Lille,adidas Predator Accuracy.1,32,184,0
380,Defender,Spain,Aitor Buñuel,,Nike Phantom GT2 Elite DF,26,174,0
381,Forward,Spain,Aitor Cantalapiedra,,Puma evoSPEED SL Leather,28,177,0
382,Forward,Spain,Aitor Cantalapiedra,,adidas X Crazyfast Elite LL,28,177,0
383,Goalkeeper,Spain,Aitor Fernández,CA Osasuna,Puma Ultra Ultimate,33,182,0
384,Forward,Spain,Aitor García,,,30,173,0
385,Defender,Spain,Aitor Paredes,Athletic Club,Nike Phantom Luna 2 Elite,24,185,0
386,Forward,Spain,Aitor Ruibal,Real Betis Balompié,adidas Predator Elite LL,28,176,0
387,Forward,Benin,Aiyegun Tosin,FC Lorient,Puma Future 7 Ultimate,26,179,0
388,Forward,-,Ajak Riak,FC Sheriff Tiraspol,,23,192,0
389,Forward,-,Ajdin Hasic,,adidas X Crazyfast Elite,22,177,0
390,Midfielder,Australia,Ajdin Hrustić,US Salernitana 1919,Nike Mercurial Vapor 15 Elite,28,180,0
391,Defender,England,Aji Alese,Sunderland,Nike Tiempo Legend 10 Elite,23,192,0
392,Forward,Germany,Akaki Gogia,,adidas Nemeziz.1,32,178,0
393,Midfielder,Ukraine,Akhmed Alibekov,,Nike Mercurial Vapor X Elite,26,182,0
394,Defender,Algeria,Akim Zedadka,LOSC Lille,Nike Mercurial Vapor 15 Elite,29,173,0
395,Defender,England,Akin Famewo,,adidas X Crazyfast Elite,25,188,0
396,Forward,Nigeria,Akinkunmi Amoo,,Nike Mercurial Vapor 14 Elite,22,163,0
397,Forward,Nigeria,Akor Adams,Montpellier HSC,Nike Mercurial Superfly VI Elite,24,190,0
398,Midfielder,Hungary,Ákos Elek,,,36,193,0
399,Defender,Hungary,Ákos Kecskés,,Puma Ultra Ultimate,28,190,0
400,Goalkeeper,Hungary,Ákos Ónodi,,adidas Copa 20.1,23,195,0
401,Forward,Qatar,Akram Afif,,adidas F50 Adizero Messi,27,177,0
402,Goalkeeper,Morocco,Alaa Bellaarouch,RC Strasbourg Alsace,adidas X Crazyfast Elite,22,188,0
403,Defender,Tunisia,Alaa Ghram,Shakhtar Donetsk,,23,190,0
404,Midfielder,Tunisia,Alaeddine Marzouki,,,34,189,0
405,Defender,Tunisia,Alaeddine Yahia,,Nike Mercurial Vapor 15 Elite,43,186,0
406,Midfielder,Spain,Alain Eizmendi,,,34,173,0
407,Forward,Spain,Alain Oyarzun,,Nike Phantom GX 2 Elite,30,183,0
408,Midfielder,Burkina Faso,Alain Traoré,,Nike Mercurial Superfly 9 Elite,35,176,0
409,Midfielder,Togo,Alaixys Romao,,adidas Predator Elite,40,180,0
410,Forward,Gabon,Alan Do Marcolino,Stade Rennais FC,,22,194,0
411,Forward,France,Alan Dzabana,,,27,164,0
412,Midfielder,Russia,Alan Dzagoev,,Mizuno Morelia Ultra Light,34,179,0
413,Defender,Brazil,Alan Empereur,,adidas Nemeziz.1,30,186,0
414,Defender,Argentina,Alan Franco,,Nike Phantom GX 2 Elite,27,183,0
415,Midfielder,Ecuador,Alan Franco,,Nike Mercurial Superfly 9 Elite,26,175,0
416,Forward,Spain,Alan Godoy,,,21,178,0
417,Forward,United States,Alan Gordon,,adidas X Crazyfast Elite,42,191,0
418,Defender,Scotland,Alan Hutton,,Nike Phantom GX 2 Elite,39,185,0
419,Goalkeeper,Northern Ireland,Alan Mannus,,,42,181,0
420,Defender,Uruguay,Alan Matturro,Genoa CFC,Nike Tiempo Legend 10 Elite,19,189,0
421,Midfielder,Brazil,Alan Patrick,,adidas Predator Elite FT,33,177,0
422,Forward,Mexico,Alán Pulido,,Nike Mercurial Superfly 9 Elite,33,174,0
423,Forward,Argentina,Alan Ruiz,,,31,183,0
424,Midfielder,United States,Alan Soñora,,,26,171,0
425,Defender,England,Alan Tate,,adidas Predator Elite,42,185,0
426,Midfielder,Argentina,Alan Varela,FC Porto,adidas Predator Elite,23,177,0
427,Forward,France,Alan Virginius,BSC Young Boys,adidas X Crazyfast Elite LL,21,180,0
428,Midfielder,France,Alassane N'Diaye,,Nike Mercurial Vapor 14 Elite,33,180,0
429,Forward,France,Alassane Plea,Borussia Mönchengladbach,adidas X Crazyfast Elite LL,31,181,0
430,Midfielder,-,Alassane Sidibe,,,22,180,0
431,Defender,Mali,Alassane També,,Nike Mercurial Vapor 15 Elite,32,182,0
432,Defender,France,Alassane Touré,,Nike Mercurial Superfly 9 Elite,35,183,0
433,Goalkeeper,Albania,Alban Hoxha,,adidas Nemeziz+,36,188,0
434,Goalkeeper,France,Alban Lafont,FC Nantes,adidas Predator Elite,25,196,0
435,Midfielder,Albania,Alban Meha,,Nike Phantom VSN II Elite,38,173,0
436,Midfielder,Macedonia,Alban Sulejmani,,,26,182,0
437,Forward,Ghana,Albert Adomah,,Puma evoSPEED Fresh 2.0,36,185,0
438,Midfielder,Spain,Albert Dorca,,,41,183,0
439,Midfielder,Denmark,Albert Grønbaek,Stade Rennais FC,,23,176,0
440,Forward,Iceland,Albert Gudmundsson,ACF Fiorentina,adidas X Crazyfast Elite LL,27,177,0
441,Midfielder,France,Albert Lottin,,,23,181,0
442,Defender,Spain,Albert Navarro,,,17,188,0
443,Midfielder,France,Albert Rafetraniaina,,adidas X 15+ Primeknit,27,176,0
444,Midfielder,Spain,Albert Riera,,adidas Predator Elite,42,188,0
445,Midfielder,Belgium,Albert Sambi Lokonga,Sevilla FC,adidas Predator Elite,24,183,0
446,Defender,Austria,Albert Vallci,,Puma Ultra Ultimate,29,191,0
447,Forward,Honduras,Alberth Elis,,Nike Mercurial Vapor 15 Elite,28,185,0
448,Defender,Italy,Alberto Alari,,,25,188,0
449,Defender,Italy,Alberto Almici,,Nike Mercurial Superfly 9 Elite,31,179,0
450,Midfielder,Italy,Alberto Aquilani,,Nike Magista Opus II Elite,40,186,0
451,Defender,Spain,Alberto Botía,,Nike Tiempo Legend 10 Elite,35,187,0
452,Goalkeeper,Italy,Alberto Brignoli,AEK Athens,adidas Predator Elite LL,33,188,0
453,Forward,Spain,Alberto Bueno,,adidas X Crazyfast Elite,36,178,0
454,Forward,Italy,Alberto Cerri,,Nike Mercurial Vapor 15 Elite,28,194,0
455,Goalkeeper,Spain,Alberto Cifuentes,,Munich Tiga Leather,45,190,0
456,Defender,Spain,Alberto de la Bella,,Nike Phantom GX 2 Elite,38,182,0
457,Defender,Italy,Alberto Dossena,,adidas Copa Pure 2 Elite KT,25,195,0
458,Goalkeeper,Italy,Alberto Frison,,Puma Ultra 1.1,36,190,0
459,Goalkeeper,Spain,Alberto García,,Nike Mercurial Vapor 15 Elite,39,182,0
460,Forward,Italy,Alberto Gilardino,,Nike Hypervenom,42,184,0
461,Midfielder,Italy,Alberto Grassi,Empoli FC,adidas Predator Elite LL,29,183,0
462,Midfielder,Spain,Alberto Guitián,,Nike Phantom VSN Elite,34,182,0
463,Goalkeeper,Italy,Alberto Iglio,,Nike CTR360 Maestri,28,185,0
464,Defender,Spain,Alberto Lopo,,Nike Phantom GX 2 Elite,44,186,0
465,Defender,Spain,Alberto Lora,,adidas X Crazyfast Elite,37,168,0
466,Forward,Spain,Alberto Marí,,Puma Future 7 Ultimate,23,183,0
467,Midfielder,Spain,Alberto Martín,,,35,181,0
468,Midfielder,Spain,Alberto Moleiro,UD Las Palmas,adidas X Crazyfast+,20,171,0
469,Defender,Spain,Alberto Moreno,,adidas X Crazyfast+,32,171,0
470,Goalkeeper,Italy,Alberto Paleari,Torino FC,,32,193,0
471,Forward,Italy,Alberto Paloschi,,Nike Mercurial Superfly VII Elite,34,183,0
472,Goalkeeper,Italy,Alberto Pelagotti,,Puma ONE 5.1 evoKnit,35,186,0
473,Forward,Spain,Alberto Perea,,Puma Ultra Ultimate,33,175,0
474,Midfielder,Italy,Alberto Picchi,,,27,185,0
475,Goalkeeper,Italy,Alberto Pomini,,Nike Mercurial Vapor X Elite,43,185,0
476,Forward,Spain,Alberto Quiles,,,29,188,0
477,Midfielder,Panama,Alberto Quintero,,adidas Nemeziz 17.1,36,165,0
478,Defender,Peru,Alberto Rodríguez,,adidas X Crazyfast Elite,40,183,0
479,Defender,Italy,Alberto Senese,,,24,182,0
480,Forward,Spain,Alberto Soro,,adidas Predator Elite,25,173,0
481,Midfielder,Italy,Alberto Torelli,,,29,182,0
482,Forward,Switzerland,Albian Ajeti,,Nike Mercurial Superfly 9 Elite,27,183,0
483,Forward,Switzerland,Albian Ajeti,FC Basel 1893,Nike Mercurial Vapor 15 Elite,27,181,0
484,Midfielder,Sweden,Albin Ekdal,,adidas Copa Pure 2 Elite,35,186,0
485,Forward,Kosovo,Albion Rrahmani,AC Sparta Prague,,24,188,0
486,Defender,France,Aldo Angoula,,adidas Predator Elite,43,184,0
487,Defender,Peru,Aldo Corzo,,adidas Predator Elite,35,172,0
488,Forward,France,Aldo Kalulu,,adidas X 19+,28,166,0
489,Forward,Spain,Ale García,,,21,181,0
490,Defender,Italy,Aleandro Rosi,,Nike Mercurial Superfly 9 Elite,37,184,0
491,Defender,France,Alec Georgen,,Nike Mercurial Vapor 15 Elite,25,172,0
492,Midfielder,United States,Alec Sundly,,adidas Predator Elite,32,183,0
493,Midfielder,Brazil,Alef,,adidas X 18.1,29,172,0
494,Midfielder,Spain,Aleix Febas,Elche CF,Nike Phantom Luna 2 Elite,28,172,0
495,Midfielder,Spain,Aleix García,Bayer 04 Leverkusen,adidas F50 Elite,27,173,0
496,Forward,Spain,Aleix Vidal,,Nike Mercurial Vapor XIII Elite,35,177,0
497,Midfielder,Spain,Alejandro Alfaro,,,37,175,0
498,Defender,Spain,Alejandro Arribas,,Nike Tiempo Legend 10 Elite,35,185,0
499,Defender,Colombia,Alejandro Artunduaga,,,26,175,0
500,Defender,Spain,Alejandro Balde,FC Barcelona,Nike Mercurial Vapor 16 Elite,20,175,0
501,Midfielder,United States,Alejandro Bedoya,,Nike Tiempo Legend 10 Elite,37,178,0
502,Forward,Spain,Alejandro Cantero,,adidas X Crazyfast Elite,24,184,0
503,Defender,Spain,Alejandro Catena,CA Osasuna,Nike Mercurial Superfly 8 Elite,29,194,0
504,Midfielder,Argentina,Alejandro Domínguez,,adidas Predator Elite,43,176,0
505,Goalkeeper,Peru,Alejandro Duarte,,,30,182,0
506,Midfielder,Argentina,Alejandro Faurlín,,adidas X 15.1 Leather,38,185,0
507,Defender,Spain,Alejandro Francés,Girona FC,adidas Predator Elite LL,22,181,0
508,Defender,Spain,Alejandro Gálvez,,Nike Mercurial Superfly 9 Elite,35,188,0
509,Forward,Argentina,Alejandro Garnacho,Manchester United,Nike Mercurial Vapor 16 Elite,20,180,0
510,Defender,Uruguay,Alejandro González,,Nike Mercurial Superfly 9 Elite,36,184,0
511,Defender,Spain,Alejandro Grimaldo,Bayer 04 Leverkusen,adidas F50 Elite,28,171,0
512,Midfielder,Venezuela,Alejandro Guerra,,Nike Mercurial Vapor X Elite,39,172,0
513,Midfielder,Peru,Alejandro Hohberg,,Nike Mercurial Superfly 9 Elite,33,172,0
514,Midfielder,Bolivia,Alejandro Meleán,,,37,183,0
515,Midfielder,Spain,Alejandro Pozuelo,,Nike Mercurial Vapor 15 Elite,32,170,0
516,Goalkeeper,Spain,Alejandro Remiro,,Nike Tiempo Legend 10 Elite,29,191,0
517,Forward,Spain,Alejandro Rodríguez,,adidas Copa Pure 2 Elite,33,183,0
518,Forward,United States,Alejandro Zendejas,,,26,165,0
519,Forward,Argentina,Alejo Veliz,RCD Espanyol,adidas F50 Elite,20,186,0
520,Midfielder,Russia,Aleks Matsukatov,,adidas Nemeziz.1,25,180,0
521,Midfielder,Slovenia,Aleks Pihler,,,30,183,0
522,Defender,Serbia,Aleksa Terzic,Red Bull Salzburg,Nike Mercurial Superfly 9 Elite,25,184,0
523,Forward,Serbia,Aleksa Vukanovic,,Nike Mercurial Vapor XIII Elite,32,189,0
524,Defender,Bulgaria,Aleksandar Aleksandrov,,Mizuno Morelia Neo,38,188,0
525,Defender,Austria,Aleksandar Dragovic,,Puma Future 7 Ultimate,33,186,0
526,Defender,Serbia,Aleksandar Filipovic,,adidas X Crazyfast Elite,29,184,0
527,Midfielder,Serbia,Aleksandar Ignjovski,,Nike Tiempo Legend 10 Elite,33,175,0
528,Goalkeeper,Serbia,Aleksandar Jovanovic,,,31,192,0
529,Forward,Serbia,Aleksandar Katai,Red Star Belgrade,Nike Mercurial Vapor 14 Elite,33,182,0
530,Defender,Serbia,Aleksandar Kolarov,,Nike Mercurial Vapor 15 Elite,38,187,0
531,Defender,Serbia,Aleksandar Lukic,,,22,189,0
532,Forward,Serbia,Aleksandar Mitrovic,,Puma Ultra 5 Carbon,29,189,0
533,Defender,Serbia,Aleksandar Pantić,,Mizuno Morelia Neo,32,184,0
534,Midfielder,Germany,Aleksandar Pavlovic,Bayern München,Nike Mercurial Vapor 15 Elite,20,188,0
535,Forward,Serbia,Aleksandar Pesic,Ferencváros TC,Nike Mercurial Vapor XII Elite,32,190,0
536,Forward,Switzerland,Aleksandar Prijovic,,Nike Mercurial Superfly 9 Elite,34,191,0
537,Defender,Serbia,Aleksandar Radovanovic,UD Almería,adidas ACE 16.1 Primeknit,30,190,0
538,Defender,Serbia,Aleksandar Sedlar,Deportivo Alavés,Puma Future Ultimate,32,180,0
539,Goalkeeper,Serbia,Aleksandar Stankovic,,,26,191,0
540,Midfielder,Serbia,Aleksandar Stevanović,,adidas X Crazyfast Elite,32,175,0
541,Defender,Australia,Aleksandar Susnjar,,,29,192,0
542,Midfielder,Bulgaria,Aleksandar Tonev,,,34,178,0
543,Forward,-,Aleksandar Trajkovski,,Nike Mercurial Vapor 15 Elite,32,179,0
544,Midfielder,Bulgaria,Aleksandar Vasilev,,,29,174,0
545,Defender,Serbia,Aleksandar Vukotic,SV Darmstadt 98,,29,201,0
546,Forward,Poland,Aleksander Buksa,,,21,189,0
547,Midfielder,Sweden,Aleksander Nilsson,,,22,178,0
548,Defender,Slovakia,Aleksander Rajčević,,Nike Magista Opus II Elite,37,185,0
549,Midfielder,Bulgaria,Aleksander Tonev,,Nike Mercurial Superfly 9 Elite,34,178,0
550,Defender,Russia,Aleksandr Anyukov,,Nike Tiempo Legend 10 Elite,41,178,0
551,Forward,Russia,Aleksandr Bukharov,,,39,193,0
552,Midfielder,Russia,Aleksandr Chernikov,FK Krasnodar,Nike Phantom Luna 2 Elite,24,184,0
553,Midfielder,Belarus,Aleksandr Dzhigero,,,28,173,0
554,Midfielder,Russia,Aleksandr Erokhin,Zenit St. Petersburg,Nike Mercurial Superfly,34,195,0
555,Midfielder,Russia,Aleksandr Golovin,AS Monaco,Nike Mercurial Vapor 15 Elite,28,178,0
556,Midfielder,Belarus,Aleksandr Hleb,,,43,185,0
557,Midfielder,Belarus,Aleksandr Karnitskiy,,adidas F50 Adizero Messi,35,187,0
558,Forward,Russia,Aleksandr Kerzhakov,,adidas X Crazyfast Elite,41,176,0
559,Forward,Russia,Aleksandr Kokorin,,Nike Mercurial Vapor 15 Elite,33,184,0
560,Midfielder,Azerbaijan,Aleksandr Kolomeytsev,,Nike Tiempo Legend 10 Elite,25,179,0
561,Forward,Russia,Aleksandr Lomovitskiy,,Nike Phantom GT Elite,26,181,0
562,Midfielder,Russia,Aleksandr Makarov,,Nike Mercurial Vapor XI Elite,28,177,0
563,Goalkeeper,Russia,Aleksandr Maksimenko,Spartak Moscow,Nike Mercurial Superfly 9 Elite,26,187,0
564,Defender,-,Aleksandr Martynovich,,Puma Future 7 Ultimate,37,192,0
565,Midfielder,Belarus,Aleksandr Pavlov,,Mizuno Morelia II,40,178,0
566,Midfielder,Russia,Aleksandr Ryazantsev,,Nike Magista Opus II Elite,38,176,0
567,Midfielder,Russia,Aleksandr Samedov,,adidas X Crazyfast Elite,40,177,0
568,Midfielder,Russia,Aleksandr Sapeta,,,35,183,0
569,Goalkeeper,Russia,Aleksandr Selikhov,Spartak Moscow,Nike Tiempo Legend 10 Elite,30,190,0
570,Defender,Russia,Aleksandr Silyanov,Lokomotiv Moscow,Nike Phantom GX 2 Elite,23,185,0
571,Forward,Russia,Aleksandr Sobolev,Zenit St. Petersburg,Nike Mercurial Vapor 15 Elite,27,195,0
572,Forward,Russia,Aleksandr Tashaev,,Nike Mercurial Vapor 15 Elite,30,179,0
573,Midfielder,Russia,Aleksandr Troshechkin,,,28,184,0
574,Goalkeeper,Russia,Aleksandr Vasyutin,,adidas Copa Sense.1,29,190,0
575,Midfielder,-,Aleksandr Volodjko,,,38,177,0
576,Midfielder,Belarus,Aleksandr Volodko,,Nike Mercurial Vapor 15 Elite,38,177,0
577,Midfielder,Russia,Aleksandr Zuev,,,28,176,0
578,Midfielder,Albania,Aleksandros Dhamo,,,26,168,0
579,Midfielder,Latvia,Aleksandrs Cauņa,,Nike Phantom GX 2 Elite,36,174,0
580,Midfielder,Latvia,Aleksejs Saveljevs,,,25,184,0
581,Defender,Russia,Aleksey Berezutskiy,,adidas MESSI 16+ Pureagility,42,190,0
582,Forward,Russia,Aleksey Ionov,,adidas X Crazyfast+,35,177,0
583,Midfielder,Azerbaijan,Aleksey Isayev,Qarabağ FK,,28,177,0
584,Defender,Russia,Aleksey Kozlov,,Nike Phantom GX 2 Elite,37,185,0
585,Midfielder,Russia,Aleksey Miranchuk,,adidas X Crazyfast Elite,28,182,0
586,Midfielder,Belarus,Aleksey Rios,,,37,182,0
587,Forward,Russia,Aleksey Sutormin,FK Rostov,Mizuno Morelia Neo III Beta,30,188,0
588,Midfielder,Croatia,Alen Halilović,,adidas X 17.1 Leather,28,170,0
589,Goalkeeper,Albania,Alen Sherri,Cagliari Calcio,,26,197,0
590,Midfielder,Serbia,Alen Stevanović,,Nike Mercurial Superfly 9 Elite,33,180,0
591,Midfielder,-,Ales Cermak,,Nike Tiempo Legend 10 Elite,29,181,0
592,Goalkeeper,-,Ales Hruska,,Nike Mercurial Vapor 15 Elite,38,192,0
593,Goalkeeper,-,Ales Mandous,,Puma Future 7 Ultimate,32,188,0
594,Defender,-,Ales Mateju,Spezia Calcio,Puma Ultra Ultimate,28,185,0
595,Defender,Slovenia,Aleš Mejač,,Nike Phantom GX 2 Elite,41,180,0
596,Midfielder,Slovenia,Aleš Mertelj,,adidas Predator Elite,37,184,0
597,Defender,Albania,Alesio Mija,FC Sheriff Tiraspol,,23,186,0
598,Defender,Italy,Alessandro Agostini,,Mizuno Morelia Neo,45,177,0
599,Defender,Italy,Alessandro Bassoli,S.P.A.L. 2013,,34,185,0
600,Defender,Italy,Alessandro Bastoni,Inter,Puma Future 7 Ultimate,25,190,0
601,Defender,Italy,Alessandro Bastrini,,adidas Predator Elite,37,186,0
602,Midfielder,Italy,Alessandro Bellemo,UC Sampdoria,,29,184,0
603,Goalkeeper,Italy,Alessandro Berardi,Hellas Verona,adidas Copa Pure.1,33,185,0
604,Defender,Italy,Alessandro Bernardini,,Nike Phantom GX 2 Elite,37,189,0
605,Midfielder,Italy,Alessandro Bianco,AC Monza,Puma Ultra Ultimate,21,173,0
606,Midfielder,Italy,Alessandro Bordin,,,26,176,0
607,Midfielder,Italy,Alessandro Bruno,,,41,174,0
608,Defender,Italy,Alessandro Buongiorno,SSC Napoli,adidas F50 Elite,25,190,0
609,Forward,Italy,Alessandro Capello,,Nike Magista Obra,28,183,0
610,Goalkeeper,Italy,Alessandro Confente,,,26,194,0
611,Midfielder,Italy,Alessandro Cortinovis,,adidas X Crazyfast Elite,23,180,0
612,Defender,Italy,Alessandro Crescenzi,,adidas Predator 20.1,32,178,0
613,Midfielder,Italy,Alessandro De Vitis,,adidas Nemeziz.1,32,184,0
614,Midfielder,Italy,Alessandro Deiola,Cagliari Calcio,adidas Predator Elite FT,29,190,0
615,Defender,Italy,Alessandro Di Pardo,,Puma Future 7 Ultimate,25,182,0
616,Midfielder,Italy,Alessandro Diamanti,,Nike Tiempo Legend 10 Elite,41,180,0
617,Midfielder,Italy,Alessandro Faggioli,,,24,180,0
618,Defender,Italy,Alessandro Fiordaliso,S.P.A.L. 2013,adidas X 19.1,25,184,0
619,Defender,Italy,Alessandro Florenzi,AC Milan,Nike Phantom GX 2 Elite,33,173,1
620,Defender,Italy,Alessandro Fontanarosa,,Nike Mercurial Vapor 15 Elite,21,185,0
621,Midfielder,Italy,Alessandro Frara,,adidas ACE 16.1 Primeknit,41,177,0
622,Defender,Italy,Alessandro Gamberini,,Nike Tiempo Legend 10 Elite,43,185,0
623,Defender,Italy,Alessandro Garattoni,,,26,185,0
624,Midfielder,Italy,Alessandro Gazzi,,adidas Copa Mundial,41,184,0
625,Goalkeeper,Italy,Alessandro Giacomel,,,26,195,0
626,Goalkeeper,Italy,Alessandro Guarnone,,,25,182,0
627,Goalkeeper,Italy,Alessandro Iacobucci,,adidas Predator 20.1,33,187,0
628,Defender,Italy,Alessandro Ligi,,,34,191,0
629,Defender,Italy,Alessandro Longhi,,Nike Mercurial Superfly VII Elite,35,185,0
630,Midfielder,Italy,Alessandro Lovisa,,,23,188,0
631,Midfielder,Italy,Alessandro Mallamo,,,25,174,0
632,Defender,Italy,Alessandro Marcandalli,Genoa CFC,,21,190,0
633,Midfielder,Switzerland,Alessandro Martinelli,,,31,175,0
634,Forward,Italy,Alessandro Matri,,adidas Nemeziz.1,40,183,0
635,Defender,Italy,Alessandro Mattioli,,,26,181,0
636,Midfielder,Italy,Alessandro Mercati,,,22,181,0
637,Goalkeeper,Italy,Alessandro Micai,,Nike Mercurial Vapor 14 Elite,31,186,0
638,Midfielder,Italy,Alessandro Murgia,,adidas Predator Elite,28,185,0
639,Forward,Germany,Alessandro Pasotti,,,32,190,0
640,Defender,Italy,Alessandro Pilati,,,24,190,0
641,Forward,Italy,Alessandro Piu,,Nike Mercurial Vapor 15 Elite,28,183,0
642,Goalkeeper,Italy,Alessandro Plizzari,Pescara Calcio,Puma Ultra Ultimate,24,187,0
643,Forward,Italy,Alessandro Polidori,,,32,182,0
644,Midfielder,Italy,Alessandro Romairone,,,25,191,0
645,Forward,Italy,Alessandro Rossi,,adidas X 18+,27,184,0
646,Goalkeeper,Italy,Alessandro Russo,US Sassuolo,Puma Future 7 Ultimate,23,193,0
647,Midfielder,Italy,Alessandro Sala,,Nike Mercurial Vapor 15 Elite,23,185,0
648,Defender,Italy,Alessandro Salvi,,Nike Mercurial Vapor XIII Elite,36,183,0
649,Goalkeeper,Italy,Alessandro Santopadre,,,25,185,0
650,Midfielder,Italy,Alessandro Sbaffo,,Puma King,34,187,0
651,Midfielder,Austria,Alessandro Schöpf,,adidas X Crazyfast Elite,30,178,0
652,Defender,Italy,Alessandro Semprini,,adidas X 19.1,26,183,0
653,Goalkeeper,Italy,Alessandro Sorrentino,Frosinone Calcio,Nike Phantom GX 2 Elite,22,190,0
654,Defender,Switzerland,Alessandro Stabile,,,24,180,0
655,Defender,Italy,Alessandro Tripaldelli,,adidas X Crazyfast Elite,25,182,0
656,Defender,Italy,Alessandro Tuia,,adidas X Speedflow.1,34,184,0
657,Defender,Italy,Alessandro Vogliacco,Genoa CFC,adidas Copa Pure 2 Elite,25,186,0
658,Defender,Italy,Alessandro Zanoli,Genoa CFC,adidas X Crazyfast Elite LL,23,188,0
659,Midfielder,Italy,Alessio Brambilla,,,23,184,0
660,Midfielder,Belgium,Alessio Castro-Montes,,,27,175,0
